Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
41.0,Non-Travel,267.0,Sales,10.0,2,Life Sciences,4.0,Male,56.0,3.0,2.0,Sales Executive,4.0,Single,6230.0,13430.0,7.0,Y,No,14.0,3.0,4.0,80.0,0,16.0,3.0,3.0,14.0,3.0,1.0,10.0,No
35.0,Travel_Rarely,619.0,Sales,1.0,3,Marketing,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,No,11.0,3.0,3.0,80.0,0,15.0,2.0,3.0,11.0,9.0,6.0,9.0,No
40.0,Travel_Rarely,302.0,Research & Development,6.0,3,Life Sciences,2.0,Female,75.0,3.0,4.0,Manufacturing Director,3.0,Single,13237.0,20364.0,7.0,Y,No,15.0,3.0,3.0,80.0,0,22.0,3.0,3.0,20.0,6.0,5.0,13.0,No
39.0,Travel_Frequently,443.0,Research & Development,8.0,1,Life Sciences,3.0,Female,48.0,3.0,1.0,Laboratory Technician,3.0,Married,3755.0,17872.0,1.0,Y,No,11.0,3.0,1.0,80.0,1,8.0,3.0,3.0,8.0,3.0,0.0,7.0,No
31.0,Travel_Rarely,828.0,Sales,2.0,1,Life Sciences,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Single,6582.0,8346.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0,10.0,2.0,4.0,6.0,5.0,0.0,5.0,No
42.0,Travel_Rarely,319.0,Research & Development,24.0,3,Medical,4.0,Male,56.0,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,6950.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,1,10.0,5.0,2.0,10.0,9.0,5.0,8.0,No
45.0,Travel_Rarely,561.0,Sales,2.0,3,Other,4.0,Male,61.0,3.0,2.0,Sales Executive,2.0,Married,4805.0,16177.0,0.0,Y,No,19.0,3.0,2.0,80.0,1,9.0,3.0,4.0,8.0,7.0,3.0,7.0,No
26.0,Travel_Frequently,426.0,Human Resources,17.0,4,Life Sciences,2.0,Female,58.0,3.0,1.0,Human Resources,3.0,Divorced,2741.0,22808.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1,8.0,2.0,2.0,7.0,7.0,1.0,0.0,Yes
29.0,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,4.0,Male,34.0,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,22645.0,4.0,Y,No,12.0,3.0,2.0,80.0,2,8.0,2.0,4.0,3.0,2.0,1.0,2.0,No
33.0,Travel_Rarely,922.0,Research & Development,1.0,5,Medical,1.0,Female,95.0,4.0,4.0,Research Director,3.0,Divorced,16184.0,22578.0,4.0,Y,No,19.0,3.0,3.0,80.0,1,10.0,2.0,3.0,6.0,1.0,0.0,5.0,No
31.0,Travel_Rarely,688.0,Sales,7.0,3,Life Sciences,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0,Y,No,21.0,4.0,3.0,80.0,1,10.0,3.0,2.0,5.0,4.0,0.0,1.0,No
18.0,Travel_Frequently,1306.0,Sales,5.0,3,Marketing,2.0,Male,69.0,3.0,1.0,Sales Representative,2.0,Single,1878.0,8059.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,Yes
40.0,Non-Travel,1094.0,Sales,28.0,3,Other,3.0,Male,58.0,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,11373.0,3.0,Y,No,15.0,3.0,3.0,80.0,1,20.0,2.0,3.0,1.0,0.0,0.0,1.0,No
41.0,Non-Travel,509.0,Research & Development,2.0,4,Other,1.0,Female,62.0,2.0,2.0,Healthcare Representative,3.0,Single,6811.0,2112.0,2.0,Y,Yes,17.0,3.0,1.0,80.0,0,10.0,3.0,3.0,8.0,7.0,0.0,7.0,No
26.0,Travel_Rarely,775.0,Sales,29.0,2,Medical,1.0,Male,45.0,3.0,2.0,Sales Executive,3.0,Divorced,4306.0,4267.0,5.0,Y,No,12.0,3.0,1.0,80.0,2,8.0,5.0,3.0,0.0,0.0,0.0,0.0,No
35.0,Travel_Rarely,195.0,Sales,1.0,3,Medical,1.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4859.0,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,No
34.0,Travel_Rarely,258.0,Sales,21.0,4,Life Sciences,4.0,Male,74.0,4.0,2.0,Sales Executive,4.0,Single,5337.0,19921.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,10.0,3.0,3.0,10.0,7.0,5.0,7.0,No
26.0,Travel_Rarely,471.0,Research & Development,24.0,3,Technical Degree,3.0,Male,66.0,1.0,1.0,Laboratory Technician,4.0,Single,2340.0,23213.0,1.0,Y,Yes,18.0,3.0,2.0,80.0,0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,Yes
37.0,Travel_Rarely,799.0,Research & Development,1.0,3,Technical Degree,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,23848.0,4.0,Y,No,17.0,3.0,4.0,80.0,0,12.0,3.0,4.0,6.0,5.0,1.0,2.0,No
46.0,Travel_Frequently,1034.0,Research & Development,18.0,1,Medical,1.0,Female,86.0,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,8984.0,5.0,Y,No,11.0,3.0,4.0,80.0,0,28.0,3.0,2.0,2.0,2.0,1.0,2.0,No
41.0,Travel_Rarely,1276.0,Sales,2.0,5,Life Sciences,2.0,Female,91.0,3.0,4.0,Manager,1.0,Married,16595.0,5626.0,7.0,Y,No,16.0,3.0,2.0,80.0,1,22.0,2.0,3.0,18.0,16.0,11.0,8.0,No
37.0,Non-Travel,142.0,Sales,9.0,4,Medical,1.0,Male,69.0,3.0,3.0,Sales Executive,2.0,Divorced,8834.0,24666.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,9.0,6.0,3.0,9.0,5.0,7.0,7.0,No
52.0,Travel_Rarely,956.0,Research & Development,6.0,2,Technical Degree,4.0,Male,78.0,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,22087.0,3.0,Y,Yes,12.0,3.0,2.0,80.0,2,18.0,3.0,3.0,10.0,9.0,6.0,9.0,No
32.0,Non-Travel,1474.0,Sales,11.0,4,Other,4.0,Male,60.0,4.0,2.0,Sales Executive,3.0,Married,4707.0,23914.0,8.0,Y,No,12.0,3.0,4.0,80.0,0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,Yes
24.0,Travel_Frequently,535.0,Sales,24.0,3,Medical,4.0,Male,38.0,3.0,1.0,Sales Representative,4.0,Married,2400.0,5530.0,0.0,Y,No,13.0,3.0,3.0,80.0,2,3.0,3.0,3.0,2.0,2.0,2.0,1.0,No
38.0,Travel_Rarely,1495.0,Research & Development,10.0,3,Medical,3.0,Female,76.0,3.0,2.0,Healthcare Representative,3.0,Married,9824.0,22174.0,3.0,Y,No,19.0,3.0,3.0,80.0,1,18.0,4.0,3.0,1.0,0.0,0.0,0.0,No
37.0,Travel_Rarely,446.0,Research & Development,1.0,4,Life Sciences,2.0,Female,65.0,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,15701.0,6.0,Y,No,12.0,3.0,2.0,80.0,1,8.0,2.0,2.0,6.0,5.0,4.0,3.0,No
49.0,Travel_Rarely,1245.0,Research & Development,18.0,4,Life Sciences,4.0,Male,58.0,2.0,5.0,Research Director,3.0,Divorced,19502.0,2125.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,1,31.0,5.0,3.0,31.0,9.0,0.0,9.0,No
24.0,Travel_Rarely,691.0,Research & Development,23.0,3,Medical,2.0,Male,89.0,4.0,1.0,Research Scientist,4.0,Married,2725.0,21630.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2,6.0,3.0,3.0,6.0,5.0,1.0,4.0,No
26.0,Travel_Rarely,703.0,Sales,28.0,2,Marketing,1.0,Male,66.0,3.0,2.0,Sales Executive,2.0,Married,6272.0,7428.0,1.0,Y,No,20.0,4.0,4.0,80.0,2,6.0,5.0,4.0,5.0,3.0,1.0,4.0,No
24.0,Travel_Rarely,823.0,Research & Development,17.0,2,Other,4.0,Male,94.0,2.0,1.0,Laboratory Technician,2.0,Married,2127.0,9100.0,1.0,Y,No,21.0,4.0,4.0,80.0,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No
50.0,Travel_Frequently,1246.0,Human Resources,3.0,3,Medical,1.0,Male,99.0,3.0,5.0,Manager,2.0,Married,18200.0,7999.0,1.0,Y,No,11.0,3.0,3.0,80.0,1,32.0,2.0,3.0,32.0,5.0,10.0,7.0,No
25.0,Travel_Rarely,622.0,Sales,13.0,1,Medical,2.0,Male,40.0,3.0,1.0,Sales Representative,3.0,Married,2096.0,26376.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,7.0,1.0,3.0,7.0,4.0,0.0,6.0,No
24.0,Travel_Frequently,1287.0,Research & Development,7.0,3,Life Sciences,1.0,Female,55.0,3.0,1.0,Laboratory Technician,3.0,Married,2886.0,14168.0,1.0,Y,Yes,16.0,3.0,4.0,80.0,1,6.0,4.0,3.0,6.0,3.0,1.0,2.0,Yes
30.0,Travel_Frequently,448.0,Sales,12.0,4,Life Sciences,2.0,Male,74.0,2.0,1.0,Sales Representative,1.0,Married,2033.0,14470.0,1.0,Y,No,18.0,3.0,3.0,80.0,1,1.0,2.0,4.0,1.0,0.0,0.0,0.0,Yes
34.0,Travel_Rarely,254.0,Research & Development,1.0,2,Life Sciences,2.0,Male,83.0,2.0,1.0,Research Scientist,4.0,Married,3622.0,22794.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,1,6.0,3.0,3.0,6.0,5.0,1.0,3.0,No
31.0,Travel_Rarely,1365.0,Sales,13.0,4,Medical,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0,Y,No,17.0,3.0,3.0,80.0,0,9.0,2.0,1.0,3.0,1.0,1.0,2.0,Yes
35.0,Travel_Rarely,538.0,Research & Development,25.0,2,Other,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,14004.0,4.0,Y,No,14.0,3.0,4.0,80.0,0,9.0,3.0,3.0,3.0,2.0,0.0,2.0,No
31.0,Travel_Rarely,525.0,Sales,6.0,4,Medical,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0,Y,No,22.0,4.0,4.0,80.0,2,13.0,4.0,4.0,7.0,7.0,5.0,7.0,No
27.0,Travel_Rarely,798.0,Research & Development,6.0,4,Medical,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,0.0,Y,No,12.0,3.0,3.0,80.0,2,6.0,5.0,2.0,5.0,3.0,0.0,3.0,No
37.0,Travel_Rarely,558.0,Sales,2.0,3,Marketing,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,3010.0,4.0,Y,Yes,11.0,3.0,3.0,80.0,1,17.0,3.0,2.0,3.0,0.0,1.0,0.0,No
20.0,Travel_Rarely,959.0,Research & Development,1.0,3,Life Sciences,4.0,Female,83.0,2.0,1.0,Research Scientist,2.0,Single,2836.0,11757.0,1.0,Y,No,13.0,3.0,4.0,80.0,0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,No
42.0,Travel_Rarely,622.0,Research & Development,2.0,4,Life Sciences,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,5718.0,1.0,Y,No,13.0,3.0,2.0,80.0,2,10.0,4.0,3.0,10.0,2.0,2.0,2.0,No
43.0,Travel_Rarely,782.0,Research & Development,6.0,4,Other,2.0,Male,50.0,2.0,4.0,Research Director,4.0,Divorced,16627.0,2671.0,4.0,Y,Yes,14.0,3.0,3.0,80.0,1,21.0,3.0,2.0,1.0,0.0,0.0,0.0,No
38.0,Travel_Rarely,362.0,Research & Development,1.0,1,Life Sciences,3.0,Female,43.0,3.0,1.0,Research Scientist,1.0,Single,2619.0,14561.0,3.0,Y,No,17.0,3.0,4.0,80.0,0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,No
43.0,Travel_Frequently,1001.0,Research & Development,9.0,5,Medical,4.0,Male,72.0,3.0,2.0,Laboratory Technician,3.0,Divorced,5679.0,19627.0,3.0,Y,Yes,13.0,3.0,2.0,80.0,1,10.0,3.0,3.0,8.0,7.0,4.0,7.0,No
48.0,Travel_Rarely,1236.0,Research & Development,1.0,4,Life Sciences,4.0,Female,40.0,2.0,4.0,Manager,1.0,Married,15402.0,17997.0,7.0,Y,No,11.0,3.0,1.0,80.0,1,21.0,3.0,1.0,3.0,2.0,0.0,2.0,No
44.0,Travel_Rarely,1112.0,Human Resources,1.0,4,Life Sciences,1.0,Female,50.0,2.0,2.0,Human Resources,3.0,Single,5985.0,26894.0,4.0,Y,No,11.0,3.0,2.0,80.0,0,10.0,1.0,4.0,2.0,2.0,0.0,2.0,No
34.0,Travel_Rarely,204.0,Sales,14.0,3,Technical Degree,3.0,Female,31.0,3.0,1.0,Sales Representative,3.0,Divorced,2579.0,2912.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,2,8.0,3.0,3.0,8.0,2.0,0.0,6.0,No
27.0,Travel_Rarely,1420.0,Sales,2.0,1,Marketing,3.0,Male,85.0,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,16346.0,0.0,Y,No,11.0,3.0,2.0,80.0,1,5.0,3.0,3.0,4.0,3.0,0.0,2.0,Yes
21.0,Travel_Rarely,1343.0,Sales,22.0,1,Technical Degree,3.0,Male,49.0,3.0,1.0,Sales Representative,3.0,Single,3447.0,24444.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,No
44.0,Travel_Rarely,1315.0,Research & Development,3.0,4,Other,4.0,Male,35.0,3.0,5.0,Manager,4.0,Married,19513.0,9358.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1,26.0,2.0,4.0,2.0,2.0,0.0,1.0,No
22.0,Travel_Rarely,604.0,Research & Development,6.0,1,Medical,1.0,Male,69.0,3.0,1.0,Research Scientist,3.0,Married,2773.0,12145.0,0.0,Y,No,20.0,4.0,4.0,80.0,0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,No
33.0,Travel_Rarely,1216.0,Sales,8.0,4,Marketing,3.0,Male,39.0,3.0,2.0,Sales Executive,3.0,Divorced,7104.0,20431.0,0.0,Y,No,12.0,3.0,4.0,80.0,0,6.0,3.0,3.0,5.0,0.0,1.0,2.0,No
32.0,Travel_Rarely,646.0,Research & Development,9.0,4,Life Sciences,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1,6.0,2.0,2.0,6.0,4.0,0.0,5.0,No
30.0,Travel_Frequently,160.0,Research & Development,3.0,3,Medical,3.0,Female,71.0,3.0,1.0,Research Scientist,3.0,Divorced,2083.0,22653.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No
53.0,Travel_Rarely,238.0,Sales,1.0,1,Medical,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,7507.0,7.0,Y,No,20.0,4.0,4.0,80.0,0,18.0,2.0,4.0,14.0,7.0,8.0,10.0,No
34.0,Travel_Rarely,1397.0,Research & Development,1.0,5,Life Sciences,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Married,2691.0,7660.0,1.0,Y,No,12.0,3.0,4.0,80.0,1,10.0,4.0,2.0,10.0,9.0,8.0,8.0,No
45.0,Travel_Frequently,306.0,Sales,26.0,4,Life Sciences,1.0,Female,100.0,3.0,2.0,Sales Executive,1.0,Married,4286.0,5630.0,2.0,Y,No,14.0,3.0,4.0,80.0,2,5.0,4.0,3.0,1.0,1.0,0.0,0.0,Yes
26.0,Travel_Rarely,991.0,Research & Development,6.0,3,Life Sciences,3.0,Female,71.0,3.0,1.0,Laboratory Technician,4.0,Married,2659.0,17759.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1,3.0,2.0,3.0,3.0,2.0,0.0,2.0,No
37.0,Travel_Rarely,482.0,Research & Development,3.0,3,Other,3.0,Male,36.0,3.0,3.0,Manufacturing Director,3.0,Married,9434.0,9606.0,1.0,Y,No,15.0,3.0,3.0,80.0,1,10.0,2.0,3.0,10.0,7.0,7.0,8.0,No
29.0,Travel_Rarely,1176.0,Sales,3.0,2,Medical,2.0,Female,62.0,3.0,2.0,Sales Executive,3.0,Married,5561.0,3487.0,1.0,Y,No,14.0,3.0,1.0,80.0,1,6.0,5.0,2.0,6.0,0.0,1.0,2.0,No
35.0,Travel_Rarely,1017.0,Research & Development,6.0,4,Life Sciences,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,19368.0,1.0,Y,No,13.0,3.0,2.0,80.0,0,17.0,3.0,3.0,17.0,11.0,11.0,8.0,No
33.0,Travel_Frequently,1296.0,Research & Development,6.0,3,Life Sciences,3.0,Male,30.0,3.0,2.0,Healthcare Representative,4.0,Divorced,7725.0,5335.0,3.0,Y,No,23.0,4.0,3.0,80.0,1,15.0,2.0,1.0,13.0,11.0,4.0,7.0,No
54.0,Travel_Rarely,397.0,Human Resources,19.0,4,Medical,3.0,Male,88.0,3.0,3.0,Human Resources,2.0,Married,10725.0,6729.0,2.0,Y,No,15.0,3.0,3.0,80.0,1,16.0,1.0,4.0,9.0,7.0,7.0,1.0,No
36.0,Travel_Rarely,913.0,Research & Development,9.0,2,Medical,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,13934.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,1,13.0,2.0,3.0,3.0,2.0,0.0,2.0,No
27.0,Travel_Rarely,1115.0,Research & Development,3.0,4,Medical,1.0,Male,54.0,2.0,1.0,Research Scientist,4.0,Single,2045.0,15174.0,0.0,Y,No,13.0,3.0,4.0,80.0,0,5.0,0.0,3.0,4.0,2.0,1.0,1.0,No
20.0,Travel_Rarely,1362.0,Research & Development,10.0,1,Medical,4.0,Male,32.0,3.0,1.0,Research Scientist,3.0,Single,1009.0,26999.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,Yes
33.0,Travel_Frequently,1076.0,Research & Development,3.0,3,Life Sciences,1.0,Male,70.0,3.0,1.0,Research Scientist,1.0,Single,3348.0,3164.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0,10.0,3.0,3.0,10.0,8.0,9.0,7.0,Yes
35.0,Non-Travel,727.0,Research & Development,3.0,3,Life Sciences,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,16900.0,1.0,Y,No,18.0,3.0,3.0,80.0,2,1.0,3.0,3.0,1.0,0.0,0.0,0.0,No
23.0,Travel_Rarely,885.0,Research & Development,4.0,3,Medical,1.0,Male,58.0,4.0,1.0,Research Scientist,1.0,Married,2819.0,8544.0,2.0,Y,No,16.0,3.0,1.0,80.0,1,5.0,3.0,4.0,3.0,2.0,0.0,2.0,No
25.0,Travel_Rarely,810.0,Sales,8.0,3,Life Sciences,4.0,Male,57.0,4.0,2.0,Sales Executive,2.0,Married,4851.0,15678.0,0.0,Y,No,22.0,4.0,3.0,80.0,1,4.0,4.0,3.0,3.0,2.0,1.0,2.0,No
38.0,Travel_Rarely,243.0,Sales,7.0,4,Marketing,4.0,Female,46.0,2.0,2.0,Sales Executive,4.0,Single,4028.0,7791.0,0.0,Y,No,20.0,4.0,1.0,80.0,0,8.0,2.0,3.0,7.0,7.0,0.0,5.0,No
29.0,Travel_Frequently,806.0,Research & Development,1.0,4,Life Sciences,2.0,Male,76.0,1.0,1.0,Research Scientist,4.0,Divorced,2720.0,18959.0,1.0,Y,No,18.0,3.0,4.0,80.0,1,10.0,5.0,3.0,10.0,7.0,2.0,8.0,No
48.0,Travel_Rarely,817.0,Sales,2.0,1,Marketing,2.0,Male,56.0,4.0,2.0,Sales Executive,2.0,Married,8120.0,18597.0,3.0,Y,No,12.0,3.0,4.0,80.0,0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,No
27.0,Travel_Frequently,1410.0,Sales,3.0,1,Medical,4.0,Female,71.0,4.0,2.0,Sales Executive,4.0,Divorced,4647.0,16673.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,2,6.0,3.0,3.0,6.0,5.0,0.0,4.0,No
37.0,Travel_Rarely,1225.0,Research & Development,10.0,2,Life Sciences,4.0,Male,80.0,4.0,1.0,Research Scientist,4.0,Single,4680.0,15232.0,3.0,Y,No,17.0,3.0,1.0,80.0,0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,No
50.0,Travel_Rarely,1207.0,Research & Development,28.0,1,Medical,4.0,Male,74.0,4.0,1.0,Laboratory Technician,3.0,Married,3221.0,3297.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,3,20.0,3.0,3.0,20.0,8.0,3.0,8.0,No
34.0,Travel_Rarely,1442.0,Research & Development,9.0,3,Medical,4.0,Female,46.0,2.0,3.0,Healthcare Representative,2.0,Single,8621.0,17654.0,1.0,Y,No,14.0,3.0,2.0,80.0,0,9.0,3.0,4.0,8.0,7.0,7.0,7.0,No
24.0,Travel_Rarely,693.0,Sales,3.0,2,Life Sciences,1.0,Female,65.0,3.0,2.0,Sales Executive,3.0,Single,4577.0,24785.0,9.0,Y,No,14.0,3.0,1.0,80.0,0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,Yes
39.0,Travel_Rarely,408.0,Research & Development,2.0,4,Technical Degree,4.0,Female,80.0,2.0,2.0,Healthcare Representative,3.0,Single,4553.0,20978.0,1.0,Y,No,11.0,3.0,1.0,80.0,0,20.0,4.0,3.0,20.0,7.0,11.0,10.0,No
32.0,Travel_Rarely,929.0,Sales,10.0,3,Marketing,4.0,Male,55.0,3.0,2.0,Sales Executive,4.0,Single,5396.0,21703.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,10.0,2.0,2.0,10.0,7.0,0.0,8.0,No
50.0,Travel_Frequently,562.0,Sales,8.0,2,Technical Degree,2.0,Male,50.0,3.0,2.0,Sales Executive,3.0,Married,6796.0,23452.0,3.0,Y,Yes,14.0,3.0,1.0,80.0,1,18.0,4.0,3.0,4.0,3.0,1.0,3.0,Yes
38.0,Travel_Rarely,827.0,Research & Development,1.0,4,Life Sciences,2.0,Female,33.0,4.0,2.0,Healthcare Representative,4.0,Single,7625.0,19383.0,0.0,Y,No,13.0,3.0,3.0,80.0,0,10.0,4.0,2.0,9.0,7.0,1.0,8.0,No
27.0,Travel_Rarely,608.0,Research & Development,1.0,2,Life Sciences,3.0,Female,68.0,3.0,3.0,Manufacturing Director,1.0,Married,7412.0,6009.0,1.0,Y,No,11.0,3.0,4.0,80.0,0,9.0,3.0,3.0,9.0,7.0,0.0,7.0,No
32.0,Travel_Rarely,1018.0,Research & Development,3.0,2,Life Sciences,3.0,Female,39.0,3.0,3.0,Research Director,4.0,Single,11159.0,19373.0,3.0,Y,No,15.0,3.0,4.0,80.0,0,10.0,6.0,3.0,7.0,7.0,7.0,7.0,No
47.0,Travel_Rarely,703.0,Sales,14.0,4,Marketing,4.0,Male,42.0,3.0,2.0,Sales Executive,1.0,Single,4960.0,11825.0,2.0,Y,No,12.0,3.0,4.0,80.0,0,20.0,2.0,3.0,7.0,7.0,1.0,7.0,No
40.0,Travel_Frequently,580.0,Sales,5.0,4,Life Sciences,4.0,Male,48.0,2.0,3.0,Sales Executive,1.0,Married,10475.0,23772.0,5.0,Y,Yes,21.0,4.0,3.0,80.0,1,20.0,2.0,3.0,18.0,13.0,1.0,12.0,No
53.0,Travel_Rarely,970.0,Research & Development,7.0,3,Life Sciences,3.0,Male,59.0,4.0,4.0,Research Director,3.0,Married,14814.0,13514.0,3.0,Y,No,19.0,3.0,3.0,80.0,0,32.0,3.0,3.0,5.0,1.0,1.0,3.0,No
41.0,Travel_Rarely,427.0,Human Resources,10.0,4,Human Resources,2.0,Male,73.0,2.0,5.0,Manager,4.0,Divorced,19141.0,8861.0,3.0,Y,No,15.0,3.0,2.0,80.0,3,23.0,2.0,2.0,21.0,6.0,12.0,6.0,No
60.0,Travel_Rarely,1179.0,Sales,16.0,4,Marketing,1.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,5405.0,11924.0,8.0,Y,No,14.0,3.0,4.0,80.0,0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,No
27.0,Travel_Frequently,294.0,Research & Development,10.0,2,Life Sciences,4.0,Male,32.0,3.0,3.0,Manufacturing Director,1.0,Divorced,8793.0,4809.0,1.0,Y,No,21.0,4.0,3.0,80.0,2,9.0,4.0,2.0,9.0,7.0,1.0,7.0,No
41.0,Travel_Rarely,314.0,Human Resources,1.0,3,Human Resources,4.0,Male,59.0,2.0,5.0,Manager,3.0,Married,19189.0,19562.0,1.0,Y,No,12.0,3.0,2.0,80.0,1,22.0,3.0,3.0,22.0,7.0,2.0,10.0,No
50.0,Travel_Rarely,316.0,Sales,8.0,4,Marketing,4.0,Male,54.0,3.0,1.0,Sales Representative,2.0,Married,3875.0,9983.0,7.0,Y,No,15.0,3.0,4.0,80.0,1,4.0,2.0,3.0,2.0,2.0,2.0,2.0,No
28.0,Travel_Rarely,654.0,Research & Development,1.0,2,Life Sciences,1.0,Female,67.0,1.0,1.0,Research Scientist,2.0,Single,2216.0,3872.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,Yes
36.0,Non-Travel,427.0,Research & Development,8.0,3,Life Sciences,1.0,Female,63.0,4.0,3.0,Research Director,1.0,Married,11713.0,20335.0,9.0,Y,No,14.0,3.0,1.0,80.0,1,10.0,2.0,3.0,8.0,7.0,0.0,5.0,No
38.0,Travel_Rarely,168.0,Research & Development,1.0,3,Life Sciences,3.0,Female,81.0,3.0,3.0,Manufacturing Director,3.0,Single,7861.0,15397.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,No
44.0,Non-Travel,381.0,Research & Development,24.0,3,Medical,1.0,Male,49.0,1.0,1.0,Laboratory Technician,3.0,Single,3708.0,2104.0,2.0,Y,No,14.0,3.0,3.0,80.0,0,9.0,5.0,3.0,5.0,2.0,1.0,4.0,No
47.0,Travel_Frequently,217.0,Sales,3.0,3,Medical,4.0,Female,49.0,3.0,4.0,Sales Executive,3.0,Divorced,13770.0,10225.0,9.0,Y,Yes,12.0,3.0,4.0,80.0,2,28.0,2.0,2.0,22.0,2.0,11.0,13.0,No
30.0,Travel_Rarely,501.0,Sales,27.0,5,Marketing,3.0,Male,99.0,3.0,2.0,Sales Executive,4.0,Divorced,5304.0,25275.0,7.0,Y,No,23.0,4.0,4.0,80.0,1,10.0,2.0,2.0,8.0,7.0,7.0,7.0,No
29.0,Travel_Rarely,1396.0,Sales,10.0,3,Life Sciences,3.0,Male,99.0,3.0,1.0,Sales Representative,3.0,Single,2642.0,2755.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,No
